chapter,qnum,question,answer
2,241,第二章　人財編　箴言集（三）　（　　　　）を育てるものは（　　　　）のみ。,一流
2,242,第二章　人財編　箴言集（三）　青年は空のボトルではなく（　　　　）だ。中に何かを入れてやろうなどとの親切心は不要。火を点けてやりさえすれば自ら燃え上がるものだ。,キャンドル
3,243,第三章　リーダー編　真のリーダーの心得十カ条　悪条件の中で建設を推進できる者が、真のリーダーである。（　　　　）条件を整備していくもとを作ることこそ、変革の中心。,不足
3,244,第三章　リーダー編　真のリーダーの心得十カ条　変革とは、それを具体的に、不動の決心・覚悟として確立しないと始まらない。変革はまず（　　　　）から始まる。,一人
3,245,第三章　リーダー編　真のリーダーの心得十カ条　同志と（　　　　）を一人ずつ増やしていくことが、変革の過程である。点から線へ、そして主流に。,協力者
3,246,第三章　リーダー編　真のリーダーの心得十カ条　変革という本質的変化には、時間が掛かるものである。自滅するな、そして（　　　　）。,やめるな
3,247,第三章　リーダー編　真のリーダーの心得十カ条　着実に、丹念に、一歩ずつ進め。すぐに（　　　　）から、すぐにやること。,できるところ
3,248,第三章　リーダー編　真のリーダーの心得十カ条　他人や周囲は、言うことを聞いてくれないものである。物事は（　　　　）にならない方が普通。,思い通り
3,249,第三章　リーダー編　真のリーダーの心得十カ条　与えてもらうのを待っているばかりでは、流されるだけである。（　　　　）がやるのか、自分は何をするのか。,誰
3,250,第三章　リーダー編　真のリーダーの心得十カ条　まず自分が変われ。さらに一歩変われ。もっともっと変われ。それが変革の（　　　　）。,原動力
3,251,第三章　リーダー編　真のリーダーの心得十カ条　地位の高い方が、苦労するのは宿命である。真のリーダーにとって、（　　　　）と苦労が生じなければ、それは異常。,困難
3,252,第三章　リーダー編　真のリーダーの心得十カ条　「責任は自分にある、（　　　　）はあなたにある」そう決めて進む人こそ真のリーダー。,功績
3,253,第三章　リーダー編　リーダーの十則　第一則　夢を与える  　夢なきところ、（　　　　）は生まれない。,誇り
3,254,第三章　リーダー編　リーダーの十則　第二則　考え方を示す  　（　　　　）の徹底こそが発展の基本。,方針
3,255,第三章　リーダー編　リーダーの十則　第三則　讃える  　人格を認めれば（　　　　）が集まる。,信望
3,256,第三章　リーダー編　リーダーの十則　第四則　（　　　　）を評価する  　（　　　　）を評価すれば、人は努力を惜しまない。,熱意
3,257,第三章　リーダー編　リーダーの十則　第五則　能力を引き出す  　人生の幸福とは自分の（　　　　）を生かしきること。,才能
3,258,第三章　リーダー編　リーダーの十則　第六則　（　　　　）を任せる  　（　　　　）をやり遂げ、人を育て、新しい（　　　　）を創造する。,仕事
3,259,第三章　リーダー編　リーダーの十則　第七則　自分より優秀な人財を育てる  　部下を（　　　　）にすれば上司も優秀。,優秀
3,260,第三章　リーダー編　リーダーの十則　第八則　（　　　　）する  　常に範となるような気概を持って実践する。,率先垂範
3,261,第三章　リーダー編　リーダーの十則　第九則　声を掛ける  　思い遣りの心が（　　　　）を作る。,品格
3,262,第三章　リーダー編　リーダーの十則　第十則　（　　　　）に感謝の念を持つ  　（　　　　）が組織を支えていることを認識する。,部下
3,263,第三章　リーダー編　リーダーの人間的能力　（　　　　）な強さ　（　　　　）な強さとは、逆境や厳しい試練の場に立たされても動じない力強さのこと。,精神的
3,264,第三章　リーダー編　リーダーの人間的能力　鋭い（　　　　）　部下や人の痛み、弱さ、つらさ、悲しさがわからなければ、人を心からの納得ずくでリードすることはおぼつかない。,感受性
3,265,第三章　リーダー編　リーダーの人間的能力　明るい（　　　　）　（　　　　）で明るい職場は、活気にあふれている。,笑顔
3,266,第三章　リーダー編　リーダーの人間的能力　自己（　　　　）の精神　全体のため、人のために自己（　　　　）も辞さないという気持ちと姿勢がある。,犠牲
3,267,第三章　リーダー編　リーダーの人間的能力　（　　　　）な考え方　考え方が（　　　　）で積極的であると、必然的に態度や言葉も（　　　　）で快活になってくる。,肯定的
3,268,第三章　リーダー編　リーダーの人間的能力　（　　　　）な姿勢　「実るほど頭を垂れる稲穂かな」。本物の人は（　　　　）で威張らない。それは、実力・実績・自信を身に付けているからである。,謙虚
3,269,第三章　リーダー編　リーダーの人間的能力　向上心と（　　　　）　優れた人には共通の特徴がある。それは、日々の自己啓発を決して怠らないということである。,向学心
3,270,第三章　リーダー編　信頼されるリーダーの特徴　（　　　　）を常に心掛けている。,率先垂範
3,271,第三章　リーダー編　信頼されるリーダーの特徴　向上心が強く、常に（　　　　）している。,自己研鑽
3,272,第三章　リーダー編　信頼されるリーダーの特徴　（　　　　）意欲が強烈であり、常に目標達成している。,目標達成
3,273,第三章　リーダー編　信頼されるリーダーの特徴　スタッフに対して公平であり、（　　　　）がない。,裏表
3,274,第三章　リーダー編　信頼されるリーダーの特徴　人財育成に熱心に取り組み、スタッフが（　　　　）している。,安定
3,275,第三章　リーダー編　信頼されるリーダーの特徴　自社に対して極めて（　　　　）が強い。,忠誠心
3,276,第三章　リーダー編　信頼されるリーダーの特徴　（　　　　）面談の質が高く、信頼が圧倒的である。,保護者
3,277,第三章　リーダー編　信頼されるリーダーの特徴　（　　　　）に積極的であり、確実に成果を出し続けている。,営業
3,278,第三章　リーダー編　信頼されるリーダーの特徴　スタッフの（　　　　）が的確であり、皆が活き活きと仕事に取り組んでいる。,役割分担
3,279,第三章　リーダー編　信頼されるリーダーの特徴　「（　　　　）職場」作りに熱心に取り組んでいる。,楽しい
3,280,第三章　リーダー編　信頼されるリーダーの特徴　スタッフへの（　　　　）を日頃から実践し続けている。,情報提供
3,281,第三章　リーダー編　信頼されるリーダーの特徴　教室の（　　　　）を常に励行している。,整理整頓
3,282,第三章　リーダー編　信頼されるリーダーの特徴　「スタッフの誰よりも（　　　　）」ことを実践している。,働く
3,283,第三章　リーダー編　信頼されないリーダーの特徴　業務（　　　　）がコロコロ変わる（朝令暮改）。,指示
3,284,第三章　リーダー編　信頼されないリーダーの特徴　保護者とのトラブルを（　　　　）できない／逃げる／スタッフに押し付ける。,解決
3,285,第三章　リーダー編　信頼されないリーダーの特徴　（　　　　）が苦手（生徒獲得率が低い）。,営業
3,286,第三章　リーダー編　信頼されないリーダーの特徴　（　　　　）になりすぎる。,感情的
3,287,第三章　リーダー編　信頼されないリーダーの特徴　スタッフへの接し方が（　　　　）である。,不公平
3,288,第三章　リーダー編　信頼されないリーダーの特徴　民間教育への（　　　　）的研究心が低い。,教務
3,289,第三章　リーダー編　信頼されないリーダーの特徴　自社への（　　　　）が薄い（批判的である）。,信頼
3,290,第三章　リーダー編　信頼されないリーダーの特徴　（　　　　）にはほど遠い（暗い）。,ムードメーカー
3,291,第三章　リーダー編　信頼されないリーダーの特徴　スタッフへの（　　　　）精神が乏しい。,サービス
3,292,第三章　リーダー編　信頼されないリーダーの特徴　（　　　　）が不十分である。,情報共有
3,293,第三章　リーダー編　信頼されないリーダーの特徴　（　　　　）教室のメンバーに自教室のメンバーの愚痴をこぼす。,他
3,294,第三章　リーダー編　信頼されないリーダーの特徴　他教室のメンバーに（　　　　）教室のメンバーの愚痴をこぼす。,自
3,295,第三章　リーダー編　信頼されないリーダーの特徴　保護者との（　　　　）が苦手で信頼関係が希薄。,コミュニケーション
3,296,第三章　リーダー編　信頼されないリーダーの特徴　パート・アルバイトスタッフの（　　　　）に無関心。,家庭の事情
3,297,第三章　リーダー編　箴言集（四）　人財育成とはまさに（　　　　）を育てること。,自信
3,298,第三章　リーダー編　箴言集（四）　人の（　　　　）は伝染する。,覚悟
3,299,第三章　リーダー編　箴言集（四）　勝ちに（　　　　）の勝ちあり、負けに（　　　　）の負けなし。,不思議
3,300,第三章　リーダー編　箴言集（四）　組織で最も人財に求められる要素は二つ。それは「問題意識」と「（　　　　）への意欲」である。,現状改革
3,301,第三章　リーダー編　箴言集（四）　（　　　　）は、生命力を与える刺激である。,困難
3,302,第三章　リーダー編　箴言集（四）　指導者となるためには、まず自分自身を（　　　　）しようとする、たくましい意欲と自信を持つことが必要だ。,開発
3,303,第三章　リーダー編　箴言集（四）　人間は自分の持っている（　　　　）の長さしか、井戸の深さを測ることはできない。,綱
3,304,第三章　リーダー編　箴言集（四）　人財は「（　　　　）」で評価すべきではない。「あの人はここがすごい、こんな力がある」と「加点法」で見ていこう。,減点法
3,305,第三章　リーダー編　箴言集（四）　指導はわかりやすく、噛んで含めるように！相手の心に入ってこそ指導。そうでなければ（　　　　）。,独り善がり
3,306,第三章　リーダー編　箴言集（四）　皆に（　　　　）を、それが指導者の第一条件。自分が楽をする、それは腐った官僚主義。,喜び
3,307,第三章　リーダー編　箴言集（四）　労を惜しむな、気取りを捨てよ、手抜きをするな、そして人に（　　　　）。,尽くせ
3,308,第三章　リーダー編　箴言集（四）　人に（　　　　）には、最良の方法を実行するだけで十分。それは人の話によく耳を傾けてやることだ。,好かれる
3,309,第三章　リーダー編　箴言集（四）　人を動かす人は、誰よりも（　　　　）が動いている。,自分
3,310,第三章　リーダー編　箴言集（四）　気力は（　　　　）に出る、生活は顔に出る、教養は声に出る。,眼
3,311,第三章　リーダー編　箴言集（四）　人の前を灯せば、我が前も明るくなる。スタッフに全力の（　　　　）を。,励まし
3,312,第三章　リーダー編　箴言集（四）　スタッフは（　　　　）である。どの特質も必要だ。全ての人を開花させる「人間の組織」であれ。,多様
3,313,第三章　リーダー編　箴言集（四）　（　　　　）人を育てることのできない幹部ほど値打ちのないものはない。,若い
3,314,第三章　リーダー編　箴言集（四）　（　　　　）を育てよう。まず信じる。任せる。応援する。その実践に偉大な人財育成がある。,後輩
3,315,第三章　リーダー編　箴言集（五）　腐敗はまず（　　　　）から始まる。,芯
3,316,第三章　リーダー編　箴言集（五）　（　　　　）者の末路はいつも痛ましい。,傲れる
3,317,第三章　リーダー編　箴言集（五）　組織は（　　　　）で始まり、（　　　　）で終わる。,人
3,318,第三章　リーダー編　箴言集（五）　リーダーは観念ではなく、（　　　　）で動け。,信念
3,319,第三章　リーダー編　箴言集（五）　変化に対応するのではなく、変化を（　　　　）せよ。,先取り
3,320,第三章　リーダー編　箴言集（五）　成功者にとって最大の危機は、その（　　　　）にある。,絶頂期
3,321,第三章　リーダー編　箴言集（五）　（　　　　）な人には誰もかなわない。勇気、知恵、勢いが最高だからだ。,真剣
3,322,第三章　リーダー編　箴言集（五）　一人で見る夢はただの夢。皆で見る夢は（　　　　）となる夢。,現実
3,323,第三章　リーダー編　箴言集（五）　やってみせ、言って聞かせて、させてみて、（　　　　）てやらねば人は動かじ。,褒め
3,324,第三章　リーダー編　箴言集（五）　人財を「（　　　　）て育てる人」こそ真の人財。,見つけ
3,325,第三章　リーダー編　箴言集（五）　リーダーは迅速に（　　　　）すること。その誠実さが信頼、拡大の力となる。,反応
3,326,第三章　リーダー編　箴言集（五）　（　　　　）を語ろう。真実の言葉こそが魂を揺さぶり、勇気と力を与える。,体験
3,327,第三章　リーダー編　箴言集（五）　（　　　　）なくして育成なし、愛情なくして教育なし。,信頼
3,328,第三章　リーダー編　箴言集（五）　仕事のスピードは（　　　　）に比例する。,責任感
3,329,第三章　リーダー編　箴言集（五）　部下の幸せの80％は（　　　　）が握っている。,上司
3,330,第三章　リーダー編　箴言集（五）　急ぎの仕事は（　　　　）人に頼め。能力と仕事の量は比例する。,忙しい
3,331,第三章　リーダー編　箴言集（五）　（　　　　）こそが競合に勝つ最強の手段。,チームワーク
3,332,第三章　リーダー編　箴言集（五）　指導する者は指導される者より（　　　　）目標を課せ。,厳しい
3,333,第三章　リーダー編　箴言集（五）　（　　　　）は損を招き、謙は益を受く。,満
4,334,第四章　教育者編　教業十戒　自ら学ぶ者のみ他に（　　　　）す。日々研鑽を怠るな。,感化
4,335,第四章　教育者編　教業十戒　子供だと甘く見るな。一個の（　　　　）として対等であれ。,人格
4,336,第四章　教育者編　教業十戒　自分の周りの輪の（　　　　）にいる子供に目を向けよ。,外
4,337,第四章　教育者編　教業十戒　教育は（　　　　）比べ。成果を急がず信じて待とう。,根
4,338,第四章　教育者編　教業十戒　子供は、教育者の（　　　　）には伸びないことを知れ。,力以上
4,339,第四章　教育者編　教業十戒　教育者の不機嫌、無愛想は子供の心を閉ざす。（　　　　）、ゆとりを片時も忘れるな。,ユーモア
4,340,第四章　教育者編　教業十戒　どんな子供も、親にはかけがえのない財であり、（　　　　）である。,生き甲斐
4,341,第四章　教育者編　教業十戒　教育者から見てつらいと思うことは、子供には（　　　　）。,もっとつらい
4,342,第四章　教育者編　教業十戒　教育者でも間違いはある。「（　　　　）」のひと言が心をつなぐ。その謙虚さが信頼関係を築く。,ごめん
4,343,第四章　教育者編　教業十戒　叱っても（　　　　）。叱り三分に褒め七分。,怒るな
4,344,第四章　教育者編　プロの教育者の必須条件　プロの教育者としての「誇り・（　　　　）・指導力・責任感」を人一倍持っているか。,自信
4,345,第四章　教育者編　プロの教育者の必須条件　教育者としての「（　　　　）・礼節・けじめ・思い遣りの心」を持って生徒、保護者に接しているか。,自覚
4,346,第四章　教育者編　プロの教育者の必須条件　熱の込もった、魅力のある授業で「（　　　　）（学習意欲）」を刺激しているか。,生徒のやる気
4,347,第四章　教育者編　プロの教育者の必須条件　わかりやすい授業、楽しい勉強のために、（　　　　）の研究を常にしているか。,教科指導
4,348,第四章　教育者編　プロの教育者の必須条件　一人ひとりの生徒の顔・（　　　　）・学力・性格・志望校等を正確に把握しているか。,氏名
4,349,第四章　教育者編　プロの教育者の必須条件　受験指導について徹底研究し、常に最新の（　　　　）を頭の中に入れているか、そして即座に応答できるか。,情報
4,350,第四章　教育者編　プロの教育者の必須条件　生徒指導にあたり「（　　　　）で親切丁寧な指導」を温かい心で実践しているか。,公平
4,351,第四章　教育者編　プロの教育者の必須条件　教育者自身が（　　　　）に留意し、常に明るく、爽快な気持ちで授業に全力投球しているか。,健康
4,352,第四章　教育者編　プロの教育者の必須条件　教育者のひと言は、その子の人生をプラスにもマイナスにも大きく変えてしまう。（　　　　）は良くも悪くも怖いものであることを自覚しているか。,言葉
4,353,第四章　教育者編　プロの教育者の必須条件　父母の信頼と期待に応えているか。学習指導を通して、頂いた月謝の（　　　　）から５倍のお返しをしているか。,3倍
4,354,第四章　教育者編　プロの教育者の必須条件　ライバル（同僚講師、他塾）を意識し、「（　　　　）と情熱」で生徒のやる気を引き出し、学力を伸ばすことに絶対的な自信を持っているか。,指導力
4,355,第四章　教育者編　プロの教育者の必須条件　生徒に感動や感銘を与えられず、信頼も尊敬もされない教育者は、プロの教育者としては　「完全に（　　　　）」であることを認識しているか。,失格者
4,356,第四章　教育者編　プロの教育者の必須条件　生徒の学習態度を見れば、その教育者の力量・指導力・熱の入れ方・（　　　　）度がよくわかる。さて自分はどうか。,人気
4,357,第四章　教育者編　プロの教育者の必須条件　生徒が退塾する理由の（　　　　）は、教育者の指導力と情熱の欠如によることを忘れるな。,80%
4,358,第四章　教育者編　プロの教育者の必須条件　講師の教育者としての人事考課は教室長がするのではなく、常に生徒、保護者、（　　　　）の人々が厳しくチェックしていることを忘れるな。,地域
4,359,第四章　教育者編　プロの教育者の必須条件　「何事も（　　　　）」、真剣に研鑽努力してやっと「プロ」に近付くものである。自己に厳しく研鑽努力しているか。,十年
4,360,第四章　教育者編　プロの教育者の必須条件　「ぶっつけ本番の授業」、「手抜きで楽な授業」、「（　　　　）な授業」をしていないか。プロの教育者は一時間一時間の授業が勝負である。生徒はそれをよく見抜いている。,マンネリ
4,361,第四章　教育者編　教育者自己変革十カ条　子供たちと夢を語れる（　　　　）人に。,夢追い
4,362,第四章　教育者編　教育者自己変革十カ条　子供たちと生涯付き合っていこうとする（　　　　）の人に。,覚悟
4,363,第四章　教育者編　教育者自己変革十カ条　子供たちに自信を持って語れる（　　　　）を持った人に。,価値観
4,364,第四章　教育者編　教育者自己変革十カ条　子供たちのためならどんな苦労をも（　　　　）ない人に。,厭わ
4,365,第四章　教育者編　教育者自己変革十カ条　子供たちの視点で（　　　　）を持てる人に。,好奇心
4,366,第四章　教育者編　教育者自己変革十カ条　子供たちに常に全力指導できる、心身共に（　　　　）な人に。,健康
4,367,第四章　教育者編　教育者自己変革十カ条　子供たちへ温かい（　　　　）を持てる人に。,客観性
4,368,第四章　教育者編　教育者自己変革十カ条　子供たちの立場でいつも（　　　　）できる人に。,行動
4,369,第四章　教育者編　教育者自己変革十カ条　子供たちに（　　　　）を求め、自らも（　　　　）を語れる人に。,真実
4,370,第四章　教育者編　教育者自己変革十カ条　子供たちの（　　　　）を自分の（　　　　）と思える人に。,幸福
4,371,第四章　教育者編　箴言集（六）　教えることは簡単だが、（　　　　）ことは難しい。,気付かせる
4,372,第四章　教育者編　箴言集（六）　「（　　　　）しさ」は「優しさ」なり。,易
4,373,第四章　教育者編　箴言集（六）　人間は教育によってのみ（　　　　）となる。,人間
4,374,第四章　教育者編　箴言集（六）　「明窓浄机」自分の周りの（　　　　）がまず第一！,環境
4,375,第四章　教育者編　箴言集（六）　いかなる教育も（　　　　）に優るものなし。,逆境
4,376,第四章　教育者編　箴言集（六）　教育は（　　　　）であってはならない。人生の出発点であり、終着点である。,手段
4,377,第四章　教育者編　箴言集（六）　（　　　　）のための教育ではなく、教育のための（　　　　）でなければならない。,社会
4,378,第四章　教育者編　箴言集（六）　学校で学んだことを一切忘れ去ったとき、残るものが教育の（　　　　）だ。,成果
4,379,第四章　教育者編　箴言集（六）　若いとき我々は学び、歳をとったとき我々は（　　　　）する。,理解
4,380,第四章　教育者編　箴言集（六）　「子供叱るな来た道じゃ、（　　　　）笑うな行く道じゃ」,年寄り
4,381,第四章　教育者編　箴言集（六）　教育者としてできることは、生徒を育てることではなく、生徒の成長を手助けし、自ら成長し、生徒の（　　　　）となること。,手本
4,382,第四章　教育者編　生徒に好かれる講師の共通項　成績を上げてくれる先生（（　　　　）を伸ばしてくれる先生 ）,実力
4,383,第四章　教育者編　生徒に好かれる講師の共通項　志望校に合格させてくれる先生（（　　　　）を達成させてくれる先生 ）,目標
4,384,第四章　教育者編　生徒に好かれる講師の共通項　教室に通うことを（　　　　）させてくれる先生,楽しく
4,385,第四章　教育者編　生徒に好かれる講師の共通項　授業が（　　　　）先生,面白い
4,386,第四章　教育者編　生徒に好かれる講師の共通項　自分のことを（　　　　）に考えてくれる先生,真剣
4,387,第四章　教育者編　生徒に好かれる講師の共通項　（　　　　）叱ってくれる先生,厳しく
4,388,第四章　教育者編　生徒に好かれる講師の共通項　（　　　　）を聞いてくれる先生,悩み
4,389,第四章　教育者編　生徒に好かれる講師の共通項　（　　　　）てくれる先生,励まし
4,390,第四章　教育者編　生徒に好かれる講師の共通項　何かあると（　　　　）てくれる先生,褒め
4,391,第四章　教育者編　生徒に好かれる講師の共通項　（　　　　）に誠実に応えてくれる先生,リクエスト
4,392,第四章　教育者編　生徒に嫌われる講師の共通項　いつも（　　　　）している。,イライラ
4,393,第四章　教育者編　生徒に嫌われる講師の共通項　（　　　　）な生徒だけを褒めたがる。,優秀
4,394,第四章　教育者編　生徒に嫌われる講師の共通項　他の生徒と（　　　　）して叱る。,比較
4,395,第四章　教育者編　生徒に嫌われる講師の共通項　何かというと「（　　　　）が子供の頃は…」と話したがる。,自分
4,396,第四章　教育者編　生徒に嫌われる講師の共通項　すぐ「（　　　　）に報告するぞ」と牽制する。,親
4,397,第四章　教育者編　生徒に嫌われる講師の共通項　生徒との（　　　　）を守らない。,約束
4,398,第四章　教育者編　生徒に嫌われる講師の共通項　叱るときに（　　　　）と叱れない。,ビシッ
4,399,第四章　教育者編　生徒に嫌われる講師の共通項　皮肉、（　　　　）をよく言う。,嫌味
4,400,第四章　教育者編　生徒に嫌われる講師の共通項　生徒からの質問を（　　　　）がる。,面倒
4,401,第四章　教育者編　生徒に嫌われる講師の共通項　生徒の話を（　　　　）まで聞こうとしない。,最後
4,402,第四章　教育者編　褒め方のポイントと心得　どんな子でも（　　　　）れば嬉しくなり、悪い気はしない。,褒められ
4,403,第四章　教育者編　褒め方のポイントと心得　どんな子でも（　　　　）れば自信が付く、やる気が出る。,認められ
4,404,第四章　教育者編　褒め方のポイントと心得　どんな子でも（　　　　）ればその気になって頑張るもの。,激励され
4,405,第四章　教育者編　褒め方のポイントと心得　誰でも素晴らしい（　　　　）や才能をたくさん持っている。,潜在能力
4,406,第四章　教育者編　褒め方のポイントと心得　褒めるときは（　　　　）から褒めてやり、一緒に喜んでやる。,真心
4,407,第四章　教育者編　褒め方のポイントと心得　褒めるときはなるべく（　　　　）で、大きな声と笑顔を忘れずに。,人前
4,408,第四章　教育者編　褒め方のポイントと心得　良い成績、良い（　　　　）に対しては思いきり褒める。,行い
4,409,第四章　教育者編　褒め方のポイントと心得　褒めるときは長時間ベタベタと褒めない。（　　　　）以内で簡潔に。,3分
4,410,第四章　教育者編　褒め方のポイントと心得　他人を通して、（　　　　）に褒めてやるのも効果は大きい。,間接的
4,411,第四章　教育者編　褒め方のポイントと心得　褒める（　　　　）、褒め言葉は日頃から研究準備しよう。,タイミング
4,412,第四章　教育者編　褒め方のポイントと心得　わざとらしく、（　　　　）に褒めると逆にしらけてしまう。,オーバー
4,413,第四章　教育者編　褒め方のポイントと心得　その子の（　　　　）、努力に対し、認めて励ますことも大切。,考え方
4,414,第四章　教育者編　褒め方のポイントと心得　優しい（　　　　）、親切な行い、前向きな行動を褒めよう。,気配り
4,415,第四章　教育者編　生徒対応七項目　「聞く」ではなく、「（　　　　）」で応ぜよ。,聴く
4,416,第四章　教育者編　生徒対応七項目　「叱る」は理性的に、「（　　　　）」は感情的に。,褒める
4,417,第四章　教育者編　生徒対応七項目　（　　　　）表現の豊かな講師の生徒は心が安定している。,愛情
4,418,第四章　教育者編　生徒対応七項目　人間の顔は口一つに耳二つ、話すことの（　　　　）聞け。,2倍
4,419,第四章　教育者編　生徒対応七項目　教育とは生徒に瑞々しい（　　　　）力を与えていくこと。,生命
4,420,第四章　教育者編　生徒対応七項目　子供にはability（才能）と（　　　　）（容量）を育むことが大切。,capacity
4,421,第四章　教育者編　生徒対応七項目　心の扉は外に取っ手がない。（　　　　）からしか開かない。,内側
4,422,第四章　教育者編　どんな子でも必ず伸びる　～子供を伸ばす対応～　（　　　　）あふれる指導があれば、子供は必ず伸びるもの。,愛情
4,423,第四章　教育者編　どんな子でも必ず伸びる　～子供を伸ばす対応～　こちらの（　　　　）次第で子供は変わる。,気持ち
4,424,第四章　教育者編　どんな子でも必ず伸びる　～子供を伸ばす対応～　教育とは与えるものではなく、（　　　　）もの。,引き出す
4,425,第四章　教育者編　どんな子でも必ず伸びる　～子供を伸ばす対応～　褒めるのは抽象的でもいいが、（　　　　）は具体的に。,注意
4,426,第四章　教育者編　どんな子でも必ず伸びる　～子供を伸ばす対応～　子供を（　　　　）で捉えない。,数値
4,427,第四章　教育者編　どんな子でも必ず伸びる　～指導は具体的に～　何を（　　　　）よいか、何をしたらよいか。,させたら
4,428,第四章　教育者編　どんな子でも必ず伸びる　～指導は具体的に～　「（　　　　）」を引き出すための指導をしているか。,やる気
4,429,第四章　教育者編　どんな子でも必ず伸びる　～指導は具体的に～　じっくり（　　　　）姿勢が身に付いているか。,考えさせる
4,430,第四章　教育者編　どんな子でも必ず伸びる　～教育者として大切なこと～　（　　　　）がある。,教務力
4,431,第四章　教育者編　どんな子でも必ず伸びる　～教育者として大切なこと～　社会人として（　　　　）や思い遣りがある。,常識
4,432,第四章　教育者編　どんな子でも必ず伸びる　～教育者として大切なこと～　明るく（　　　　）強い。,我慢
4,433,第四章　教育者編　どんな子でも必ず伸びる　～教育者として大切なこと～　子供と接することが（　　　　）。,大好き
4,434,第四章　教育者編　どんな子でも必ず伸びる　～教育者として大切なこと～　（　　　　）目で子供の成長を見ている。,長い
4,435,第四章　教育者編　教育抄　教育とは手を掛け、目を掛け、声を掛け、（　　　　）を掛けること。,心
4,436,第四章　教育者編　教育抄　教育者の（　　　　）が子供の（　　　　）を育てる。,複眼
4,437,第四章　教育者編　教育抄　（　　　　）に裏打ちされた厳しさ。,愛おしさ
4,438,第四章　教育者編　教育抄　教育とは究極は（　　　　）と（　　　　）との問題である。,人間
4,439,第四章　教育者編　教育抄　教科書を教えるのではない、教科書（　　　　）教えるのだ。,で
4,440,第四章　教育者編　教育抄　成績が下がったことが問題なのではなく、下がっていることを（　　　　）したことが問題。,放置
4,441,第四章　教育者編　教育抄　子供は（　　　　）に掛かりやすい。上手な（　　　　）で長所を伸ばすのが教育。,暗示
4,442,第四章　教育者編　教育抄　教育は素質より（　　　　）が勝る。,環境
4,443,第四章　教育者編　教育抄　教育は必要なことを今やることである。高邁な（　　　　）をぶつけることだけではない。,理想論
4,444,第四章　教育者編　教育抄　知識は生かじりではなく、教育者の「（　　　　）」であり「骨」でなくてはならない。,肉
4,445,第四章　教育者編　教育抄　生徒に信頼される学力と（　　　　）、親切さと情熱を持っている教育者がいれば、教育のほとんど全ての問題は解決される。,指導力
4,446,第四章　教育者編　教育抄　教育者に（　　　　）や惰性があれば生徒は育たない。魂と魂の触発！そこに真の教育は生まれる。,利己主義
4,447,第四章　教育者編　教育抄　生徒にとって最も好ましい教育者とは、いつも（　　　　）良く接してくれている教育者。,機嫌
4,448,第四章　教育者編　教育抄　全ての（　　　　）は自分自身のため、そう決めた教育者は強い。,労苦
4,449,第四章　教育者編　教育抄　誰人も一個の人格がある。その人なりの自尊心がある。故に、いささかも（　　　　）の心で接してはいけない。,差別
4,450,第四章　教育者編　教育抄　愛情の反対語は（　　　　）。,無関心
4,451,第四章　教育者編　教育抄　言葉は（　　　　）。傲慢は心を傷付け、励ましは最大の価値を生む。,言霊
4,452,第四章　教育者編　教育抄　鍛練は平凡の（　　　　）化。平凡の繰り返しが（　　　　）へ。,非凡
4,453,第四章　教育者編　教育抄　「しつけ」は「（　　　　）」。,し続け
4,454,第四章　教育者編　教育抄　（　　　　）ことを易しく、易しいことを重く、重いことを面白く。,難しい
4,455,第四章　教育者編　教育抄　人は教えられることより（　　　　）されることを欲す。,刺激
4,456,第四章　教育者編　教育抄　一人の子供を（　　　　）させることができたならば、教育者としての人生は無駄ではなかったと言える。,向上
4,457,第四章　教育者編　教育抄　悩める子供をどんな場合も決して追い詰めてはいけない。最大の（　　　　）になるのが教育者だ。,味方
4,458,第四章　教育者編　教育抄　押し付けと（　　　　）は違う。押し付けは百害あって一利なし。（　　　　）は相手を思う大誠実、だから人の心を動かす。,粘り
4,459,第四章　教育者編　教育抄　真剣であれ！（　　　　）であれ！その人こそが清き心、勇気の心を持続できる。,賢明
5,460,第五章　人生編　人生の達人五原則　受けた（　　　　）は石に刻め、懸けた情けは水に流せ。,恩
5,461,第五章　人生編　人生の達人五原則　神は耐えられない試練は与えない。故に、（　　　　）は不可能を意味しないのだ。,逆境
5,462,第五章　人生編　人生の達人五原則　他人と比較し一喜一憂するな。（　　　　）に勝つ人が人生の勝利者なのである。,自分
5,463,第五章　人生編　人生の達人五原則　幸せだから（　　　　）するのではない。（　　　　）しているから幸せなのだ。,感謝
5,464,第五章　人生編　人生の達人五原則　他人のために生きたとき、初めて（　　　　）のために生きたことになる。,自分
5,465,第五章　人生編　幸福の五原則　世の中には幸福も不幸もない。あるのはどう（　　　　）かだけだ。,受け止める
5,466,第五章　人生編　幸福の五原則　人生の幸福とは他人から（　　　　）とされることだ。,必要
5,467,第五章　人生編　幸福の五原則　幸福の便りは（　　　　）ときには、決してやって来ない。,待っている
5,468,第五章　人生編　幸福の五原則　（　　　　）の中に決して幸福は生まれない。,怠惰
5,469,第五章　人生編　幸福の五原則　（　　　　）を一つつく度に、幸せは一つ逃げていく。,溜息
5,470,第五章　人生編　箴言集（七）　夢を持てば持つほど、人は（　　　　）なる。,大きく
5,471,第五章　人生編　箴言集（七）　大きな苦痛と大きな喜びが、最もよく人を（　　　　）。,育てる
5,472,第五章　人生編　箴言集（七）　破壊は一瞬、建設は（　　　　）。,死闘
